DllName,Vendor,ExpectedLocation,ExecutablePath,Type,ExecutableSHA256,Url
tmtap.dll,Trend Micro,,\\Program Files( \(x86\))?\\trend micro\\passwordmanager\\pwmsvc\.exe,Phantom,,https://hijacklibs.net/entries/3rd_party/trendmicro/tmtap.html
tosbtkbd.dll,Toshiba,\\Program Files( \(x86\))?\\Toshiba\\Bluetooth Toshiba Stack,\\Program Files( \(x86\))?\\Toshiba\\Bluetooth Toshiba Stack\\TosBtKbd\.exe,Sideloading,,https://hijacklibs.net/entries/3rd_party/toshiba/tosbtkbd.html
tpmcoreprovisioning.dll,Microsoft,\\Windows\\System32|\\Windows\\SysWOW64,\\Windows\\System32\\tpmtool\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/tpmcoreprovisioning.html
tpsvc.dll,ThinPrint,\\Program Files( \(x86\))?\\VMWare\\VMWare Tools|\\Program Files( \(x86\))?\\Common Files\\ThinPrint,TPAutoConnect\.exe,Sideloading,e631bf67c349ce3afc7d5960b0247af9466292bc314ff393dee0716f3a50fd5f,https://hijacklibs.net/entries/3rd_party/thinprint/tpsvc.html
tquery.dll,Microsoft,\\Windows\\System32|\\Windows\\SysWOW64,\\Windows\\System32\\searchfilterhost\.exe|\\Windows\\System32\\searchprotocolhost\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/tquery.html
tsmsisrv.dll,Microsoft,,\\Windows\\System32\\svchost\.exe,Phantom,,https://hijacklibs.net/entries/microsoft/built-in/tsmsisrv.html
tsvipsrv.dll,Microsoft,,\\Windows\\System32\\svchost\.exe,Phantom,,https://hijacklibs.net/entries/microsoft/built-in/tsvipsrv.html
tsworkspace.dll,Microsoft,\\Windows\\System32|\\Windows\\SysWOW64,\\Windows\\System32\\wkspbroker\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/tsworkspace.html
ttdrecord.dll,Microsoft,\\Windows\\System32|\\Windows\\SysWOW64,\\Windows\\System32\\tttracer\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/ttdrecord.html
tts.dll,LeppSoft,\\Program Files( \(x86\))?\\Soundpad,\\Program Files( \(x86\))?\\Soundpad\\Soundpad\.exe,Sideloading,9B17717DFC9852E2C7B730CCE4B8058528667D0B484BB936D3CE07B66AB50D72,https://hijacklibs.net/entries/3rd_party/leppsoft/tts.html
tutil32.dll,mitec,\\Program Files( \(x86\))?\\PDE,\\Program Files( \(x86\))?\\PDE\\PDE\.exe,Sideloading,6243d4d73e8d43dd2d4dd7dc3ef761d7c23581ee7f3d047699d894b01bc022d6,https://hijacklibs.net/entries/3rd_party/mitec/tutil32.html
twinapi.dll,Microsoft,\\Windows\\System32|\\Windows\\SysWOW64,\\Windows\\System32\\dataexchangehost\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/twinapi.html
uiautomationcore.dll,Microsoft,\\Windows\\System32|\\Windows\\SysWOW64,\\Windows\\System32\\gamepanel\.exe|\\Windows\\System32\\magnify\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/uiautomationcore.html
uireng.dll,Microsoft,\\Windows\\System32|\\Windows\\SysWOW64,\\Windows\\System32\\psr\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/uireng.html
umpdc.dll,Microsoft,\\Windows\\System32|\\Windows\\SysWOW64,\\Windows\\System32\\deviceenroller\.exe|\\Windows\\System32\\dmcertinst\.exe|\\Windows\\System32\\iesettingsync\.exe|\\Windows\\System32\\mousocoreworker\.exe|\\Windows\\System32\\netevtfwdr\.exe|\\Windows\\System32\\omadmclient\.exe|\\Windows\\System32\\settingsynchost\.exe|\\Windows\\System32\\usocoreworker\.exe|\\Windows\\System32\\wifitask\.exe|\\Windows\\System32\\runtimebroker\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/umpdc.html
unattend.dll,Microsoft,\\Windows\\System32,\\Windows\\System32\\recoverydrive\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/unattend.html
unityplayer.dll,Unity,\\(Users\\[^\\]+|windows\\(System32|SysWOW64)\\config\\systemprofile)\\AppData\\[^\\]+\\Temp\\[^\\]+\\Windows,KingdomTwoCrowns\.exe,Sideloading,03b1df2b08999262c772b67a7bd65e9e8f6058036b5e7a382f06d3aa672854d0,https://hijacklibs.net/entries/3rd_party/unity/unityplayer.html
updatepolicy.dll,Microsoft,\\Windows\\System32|\\Windows\\SysWOW64,\\Windows\\System32\\mousocoreworker\.exe|\\Windows\\System32\\musnotification\.exe|\\Windows\\System32\\musnotificationux\.exe|\\Windows\\System32\\usoclient\.exe|\\Windows\\System32\\usocoreworker\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/updatepolicy.html
upshared.dll,Microsoft,\\Windows\\System32,\\Windows\\System32\\musnotification\.exe|\\Windows\\System32\\musnotificationux\.exe|\\Windows\\System32\\musnotifyicon\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/upshared.html
urlmon.dll,Microsoft,\\Windows\\System32|\\Windows\\SysWOW64,\\Windows\\System32\\bytecodegenerator\.exe|\\Windows\\System32\\ie4uinit\.exe|\\Windows\\System32\\ldifde\.exe|\\Windows\\System32\\presentationhost\.exe|\\Windows\\System32\\write\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/urlmon.html
userenv.dll,Microsoft,\\Windows\\System32|\\Windows\\SysWOW64,\\Windows\\System32\\appidpolicyconverter\.exe|\\Windows\\System32\\appvclient\.exe|\\Windows\\System32\\appvshnotify\.exe|\\Windows\\System32\\bdeuisrv\.exe|\\Windows\\System32\\colorcpl\.exe|\\Windows\\System32\\customshellhost\.exe|\\Windows\\System32\\dccw\.exe|\\Windows\\System32\\deviceenroller\.exe|\\Windows\\System32\\dmomacpmo\.exe|\\Windows\\System32\\dsregcmd\.exe|\\Windows\\System32\\efsui\.exe|\\Windows\\System32\\gpupdate\.exe|\\Windows\\System32\\mdmappinstaller\.exe|\\Windows\\System32\\mdmdiagnosticstool\.exe|\\Windows\\System32\\microsoftedgebchost\.exe|\\Windows\\System32\\microsoftedgecp\.exe|\\Windows\\System32\\microsoftedgesh\.exe|\\Windows\\System32\\mrt\.exe|\\Windows\\System32\\msra\.exe|\\Windows\\System32\\musnotification\.exe|\\Windows\\System32\\musnotificationux\.exe|\\Windows\\System32\\netsh\.exe|\\Windows\\System32\\omadmclient\.exe|\\Windows\\System32\\proquota\.exe|\\Windows\\System32\\rekeywiz\.exe|\\Windows\\System32\\runexehelper\.exe|\\Windows\\System32\\securityhealthservice\.exe|\\Windows\\System32\\settingsynchost\.exe|\\Windows\\System32\\systemsettingsadminflows\.exe|\\Windows\\System32\\tttracer\.exe|\\Windows\\System32\\utcdecoderhost\.exe|\\Windows\\System32\\vaultcmd\.exe|\\Windows\\System32\\workfolders\.exe|\\Windows\\System32\\wpcmon\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/userenv.html
utildll.dll,Microsoft,\\Windows\\System32|\\Windows\\SysWOW64,\\Windows\\System32\\change\.exe|\\Windows\\System32\\chglogon\.exe|\\Windows\\System32\\chgport\.exe|\\Windows\\System32\\query\.exe|\\Windows\\System32\\quser\.exe|\\Windows\\System32\\qprocess\.exe|\\Windows\\System32\\qwinsta\.exe|\\Windows\\System32\\reset\.exe|\\Windows\\System32\\rwinsta\.exe|\\Windows\\System32\\tscon\.exe|\\Windows\\System32\\tskill\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/utildll.html
utiluniclient.dll,Trend Micro,,\\Program Files( \(x86\))?\\trend micro\\amsp\\coreserviceshell\.exe,Phantom,,https://hijacklibs.net/entries/3rd_party/trendmicro/utiluniclient.html
uxcore.dll,Microsoft,\\Program Files( \(x86\))?\\windows live\\installer,\\Program Files( \(x86\))?\\windows live\\installer\\Dashboard\.exe,Sideloading,8cc871ee8760a4658189528b4a5d8afe9824f6a13faaf1fe7eb56f2a3ad2d04e,https://hijacklibs.net/entries/microsoft/external/uxcore.html
uxinit.dll,Microsoft,\\Windows\\System32|\\Windows\\SysWOW64,\\Windows\\System32\\winlogon\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/uxinit.html
uxtheme.dll,Microsoft,\\Windows\\System32|\\Windows\\SysWOW64,\\Windows\\System32\\atbroker\.exe|\\Windows\\System32\\cloudnotifications\.exe|\\Windows\\System32\\cttune\.exe|\\Windows\\System32\\displayswitch\.exe|\\Windows\\System32\\ehstorauthn\.exe|\\Windows\\System32\\filehistory\.exe|\\Windows\\System32\\gamepanel\.exe|\\Windows\\System32\\isoburn\.exe|\\Windows\\System32\\mblctr\.exe|\\Windows\\System32\\mmc\.exe|\\Windows\\System32\\msdt\.exe|\\Windows\\System32\\msra\.exe|\\Windows\\System32\\musnotifyicon\.exe|\\Windows\\System32\\passwordonwakesettingflyout\.exe|\\Windows\\System32\\quickassist\.exe|\\Windows\\System32\\recoverydrive\.exe|\\Windows\\System32\\sdclt\.exe|\\Windows\\System32\\sethc\.exe|\\Windows\\System32\\sndvol\.exe|\\Windows\\System32\\snippingtool\.exe|\\Windows\\System32\\taskmgr\.exe|\\Windows\\System32\\wfs\.exe|\\Windows\\System32\\wiaacmgr\.exe|\\Windows\\System32\\wiawow64\.exe|\\Windows\\System32\\wmpdmc\.exe|\\Program Files( \(x86\))?\\KeePass Password Safe 2\\KeePass\.exe,Sideloading|Search Order,,https://hijacklibs.net/entries/microsoft/built-in/uxtheme.html
vaultcli.dll,Microsoft,\\Windows\\System32|\\Windows\\SysWOW64,\\Windows\\System32\\cipher\.exe|\\Windows\\System32\\efsui\.exe|\\Windows\\System32\\rekeywiz\.exe|\\Windows\\System32\\vaultcmd\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/vaultcli.html
vboxrt.dll,Oracle,\\Program Files( \(x86\))?\\Oracle\\VirtualBox,\\Program Files( \(x86\))?\\Oracle\\VirtualBox\\VBoxSVC\.exe,Sideloading,448402c129a721812fa1c5f279f5ca906b9c8bbca652a91655d144d20ce5e6b4,https://hijacklibs.net/entries/3rd_party/oracle/vboxrt.html
vcomp100.dll,Adobe,,\\Program Files( \(x86\))?\\Adobe\\Adobe Photoshop [^\\]+\\convert\.exe,Sideloading,db2457caa1ccd65e63718b9e28789a12e17bc7a038975fba4f07dcd9f38e7016,https://hijacklibs.net/entries/3rd_party/adobe/vcomp100.html
vdsutil.dll,Microsoft,\\Windows\\System32|\\Windows\\SysWOW64,\\Windows\\System32\\vdsldr\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/vdsutil.html
vender.dll,Asus,\\Program Files( \(x86\))?\\ASUS\\GPU TweakII|\\Program Files( \(x86\))?\\ASUS\\VGA COM\\[^\\]+,\\Program Files( \(x86\))?\\ASUS\\GPU TweakII\\ASUSGPUFanService\.exe,Sideloading,00bfbbe6e9d0c54312de906be79cc1e9f18b2957856a1215eaff1ac7bb20e66f,https://hijacklibs.net/entries/3rd_party/asus/vender.html
version.dll,Microsoft,\\Windows\\System32|\\Windows\\SysWOW64,\\Windows\\System32\\agentservice\.exe|\\Windows\\System32\\certutil\.exe|\\Windows\\System32\\choice\.exe|\\Windows\\System32\\clip\.exe|\\Windows\\System32\\cmstp\.exe|\\Windows\\System32\\cofire\.exe|\\Windows\\System32\\cscript\.exe|\\Windows\\System32\\diskpart\.exe|\\Windows\\System32\\diskraid\.exe|\\Windows\\System32\\dism\.exe|\\Windows\\System32\\driverquery\.exe|\\Windows\\System32\\forfiles\.exe|\\Windows\\System32\\fxssvc\.exe|\\Windows\\System32\\ie4ushowie\.exe|\\Windows\\System32\\iexpress\.exe|\\Windows\\System32\\msconfig\.exe|\\Windows\\System32\\mstsc\.exe|\\Windows\\System32\\openfiles\.exe|\\Windows\\System32\\presentationhost\.exe|\\Windows\\System32\\psr\.exe|\\Windows\\System32\\RelPost\.exe|\\Windows\\System32\\sfc\.exe|\\Windows\\System32\\sigverif\.exe|\\Windows\\System32\\systeminfo\.exe|\\Windows\\System32\\taskkill\.exe|\\Windows\\System32\\tasklist\.exe|\\Windows\\System32\\timeout\.exe|\\Windows\\System32\\unregmp2\.exe|\\Windows\\System32\\verifiergui\.exe|\\Windows\\System32\\vsgraphicsdesktopengine\.exe|\\Windows\\System32\\waitfor\.exe|\\Windows\\System32\\wextract\.exe|\\Windows\\System32\\where\.exe|\\Windows\\System32\\whoami\.exe|\\Windows\\System32\\winsat\.exe|\\Windows\\System32\\wscript\.exe|\\(Users\\[^\\]+|windows\\(System32|SysWOW64)\\config\\systemprofile)\\AppData\\[^\\]+\\Zoom\\bin\\Zoom\.exe|\\Windows\\System32\\icardagt\.exe,Sideloading,|473d17e571d6947ce93103454f1e9fe27136403125152b97acb6cad5cc2a9ac7,https://hijacklibs.net/entries/microsoft/built-in/version.html
vftrace.dll,CyberArk,\\Program Files( \(x86\))?\\CyberArk\\Endpoint Privilege Manager\\Agent\\x32|\\Program Files( \(x86\))?\\CyberArk\\Endpoint Privilege Manager\\Agent\\x64|\\Program Files( \(x86\))?\\CyberArk\\Endpoint Privilege Manager\\Agent,vf_host\.exe,Sideloading,df847abbfac55fb23715cde02ab52cbe59f14076f9e4bd15edbe28dcecb2a348,https://hijacklibs.net/entries/3rd_party/cyberark/vftrace.html
virtdisk.dll,Microsoft,\\Windows\\System32|\\Windows\\SysWOW64,\\Windows\\System32\\bootim\.exe|\\Windows\\System32\\vssvc\.exe|\\Windows\\System32\\wbengine\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/virtdisk.html
vivaldi_elf.dll,Vivaldi,\\(Users\\[^\\]+|windows\\(System32|SysWOW64)\\config\\systemprofile)\\AppData\\[^\\]+\\Vivaldi\\Application|\\(Users\\[^\\]+|windows\\(System32|SysWOW64)\\config\\systemprofile)\\AppData\\[^\\]+\\Vivaldi\\Application\\[^\\]+|\\(Users\\[^\\]+|windows\\(System32|SysWOW64)\\config\\systemprofile)\\AppData\\[^\\]+\\Programs\\Vivaldi\\Application\\[^\\]+,\\(Users\\[^\\]+|windows\\(System32|SysWOW64)\\config\\systemprofile)\\AppData\\[^\\]+\\Vivaldi\\Application\\vivaldi\.exe,Sideloading,58e7af5eb1acb5c9bee821d59054c69263aed3dce1b95616255dea7114ad8494,https://hijacklibs.net/entries/3rd_party/vivaldi/vivaldi_elf.html
vmtools.dll,VMWare,\\Program Files( \(x86\))?\\VMware\\VMware Tools|\\Program Files( \(x86\))?\\VMware\\VMware Workstation|\\Program Files( \(x86\))?\\VMware\\VMware Player,\\Program Files( \(x86\))?\\VMware\\VMware Tools\\rvmSetup\.exe,Sideloading,0e6f5eaa2cd91747213f6aec05e3de6fb46ea2b7cf4d5f3ac267128abc784d00,https://hijacklibs.net/entries/3rd_party/vmware/vmtools.html
vntfxf32.dll,VentaFax,\\Program Files( \(x86\))?\\Venta\\VentaFax & Voice,\\Program Files( \(x86\))?\\Venta\\VentaFax & Voice\\spoololk\.exe,Sideloading,390d75e6c7fc1cf258145dc712c1fac1eb183efccee1b03c058cec1d790e46b1,https://hijacklibs.net/entries/3rd_party/ventafax/vntfxf32.html
vsodscpl.dll,McAfee,\\Program Files( \(x86\))?\\McAfee\\VirusScan Enterprise,scncfg32\.exe,Sideloading,8374046690b8bb2468cfa636ebbe731ea79103825d2450057338214d3112909f,https://hijacklibs.net/entries/3rd_party/mcafee/vsodscpl.html
vssapi.dll,Microsoft,\\Windows\\System32|\\Windows\\SysWOW64,\\Windows\\System32\\bootim\.exe|\\Windows\\System32\\cleanmgr\.exe|\\Windows\\System32\\dsdbutil\.exe|\\Windows\\System32\\ntdsutil\.exe|\\Windows\\System32\\recoverydrive\.exe|\\Windows\\System32\\resetengine\.exe|\\Windows\\System32\\rstrui\.exe|\\Windows\\System32\\sdclt\.exe|\\Windows\\System32\\srtasks\.exe|\\Windows\\System32\\systemreset\.exe|\\Windows\\System32\\vssadmin\.exe|\\Windows\\System32\\vssvc\.exe|\\Windows\\System32\\wbengine\.exe|\\Program Files( \(x86\))?\\Avira\\Antivirus\\avshadow\.exe,Sideloading,|292e3528a0aa6bf45ecdab5e1d32e5ddd92123e6fd77271b39ba616fbb88faaf,https://hijacklibs.net/entries/microsoft/built-in/vssapi.html
vsstrace.dll,Microsoft,\\Windows\\System32|\\Windows\\SysWOW64,\\Windows\\System32\\bootim\.exe|\\Windows\\System32\\resetengine\.exe|\\Windows\\System32\\rstrui\.exe|\\Windows\\System32\\sdclt\.exe|\\Windows\\System32\\srtasks\.exe|\\Windows\\System32\\systemreset\.exe|\\Windows\\System32\\vssadmin\.exe|\\Windows\\System32\\vssvc\.exe|\\Windows\\System32\\wbengine\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/vsstrace.html
vstdlib_s64.dll,Valve,\\Program Files( \(x86\))?\\Steam,\\Program Files( \(x86\))?\\Steam\\steamerrorreporter64\.exe,Sideloading,0a0c09753b5103e86e32c2d8086dd1399f0d97a00e1525ec9c390067cdb242ba,https://hijacklibs.net/entries/3rd_party/valve/vstdlib_s64.html
wbemcomn.dll,Microsoft,\\Windows\\System32|\\Windows\\SysWOW64,\\Windows\\System32\\Wbem\\WmiApSrv\.exe,Search Order,,https://hijacklibs.net/entries/microsoft/built-in/wbemcomn.html
wcldll.dll,Cisco,\\Program Files( \(x86\))?\\Cisco Systems\\Cisco Jabber|\\Program Files( \(x86\))?\\Webex\\Applications|\\Program Files( \(x86\))?\\Webex\\Plugins,\\Program Files( \(x86\))?\\Webex\\Applications\\ptInst\.exe,Sideloading,bf1a0c67b433f52ebd304553f022baa34bfbca258c932d2b4b8b956b1467bfa5,https://hijacklibs.net/entries/3rd_party/cisco/wcldll.html
wcmapi.dll,Microsoft,\\Windows\\System32|\\Windows\\SysWOW64,\\Windows\\System32\\netsh\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/wcmapi.html
wcnnetsh.dll,Microsoft,\\Windows\\System32,\\Windows\\System32\\netsh\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/wcnnetsh.html
wdi.dll,Microsoft,\\Windows\\System32|\\Windows\\SysWOW64,\\Windows\\System32\\cofire\.exe|\\Windows\\System32\\msra\.exe|\\Windows\\System32\\netsh\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/wdi.html
wdscore.dll,Microsoft,\\Windows\\System32|\\Windows\\SysWOW64,\\Windows\\System32\\bootim\.exe|\\Windows\\System32\\deploymentcsphelper\.exe|\\Windows\\System32\\djoin\.exe|\\Windows\\System32\\dnscacheugc\.exe|\\Windows\\System32\\muiunattend\.exe|\\Windows\\System32\\netbtugc\.exe|\\Windows\\System32\\netiougc\.exe|\\Windows\\System32\\pnpunattend\.exe|\\Windows\\System32\\recoverydrive\.exe|\\Windows\\System32\\resetengine\.exe|\\Windows\\System32\\setupugc\.exe|\\Windows\\System32\\sysreseterr\.exe|\\Windows\\System32\\systemreset\.exe|\\Windows\\System32\\tapiunattend\.exe|\\Windows\\System32\\ieunatt\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/wdscore.html
webservices.dll,Microsoft,\\Windows\\System32|\\Windows\\SysWOW64,\\Windows\\System32\\clipup\.exe|\\Windows\\System32\\sppsvc\.exe|\\Windows\\System32\\vsgraphicsdesktopengine\.exe|\\Windows\\System32\\vsgraphicsremoteengine\.exe|\\Windows\\System32\\wifitask\.exe|\\Windows\\System32\\wksprt\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/webservices.html
webui.dll,iTop,\\Program Files( \(x86\))?\\iTop Screen Recorder,\\Program Files( \(x86\))?\\iTop Screen Recorder\\iScrPaint\.exe,Sideloading,46afbf1cbd2e1b5e108c133d4079faddc7347231b0c48566fd967a3070745e7f,https://hijacklibs.net/entries/3rd_party/itop/webui.html
wecapi.dll,Microsoft,\\Windows\\System32|\\Windows\\SysWOW64,\\Windows\\System32\\wecutil\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/wecapi.html
wer.dll,Microsoft,\\Windows\\System32|\\Windows\\SysWOW64,\\Windows\\System32\\dwwin\.exe|\\Windows\\System32\\msdt\.exe|\\Windows\\System32\\pcalua\.exe|\\Windows\\System32\\relpost\.exe|\\Windows\\System32\\rstrui\.exe|\\Windows\\System32\\sdclt\.exe|\\Windows\\System32\\srtasks\.exe|\\Windows\\System32\\wbengine\.exe|\\Windows\\System32\\werfault\.exe|\\Windows\\System32\\werfaultsecure\.exe|\\Windows\\System32\\wermgr\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/wer.html
wevtapi.dll,Microsoft,\\Windows\\System32|\\Windows\\SysWOW64,\\Windows\\System32\\cidiag\.exe|\\Windows\\System32\\dcdiag\.exe|\\Windows\\System32\\gpupdate\.exe|\\Windows\\System32\\mbaeparsertask\.exe|\\Windows\\System32\\netsh\.exe|\\Windows\\System32\\nlb\.exe|\\Windows\\System32\\packageinspector\.exe|\\Windows\\System32\\plasrv\.exe|\\Windows\\System32\\tracerpt\.exe|\\Windows\\System32\\wecutil\.exe|\\Windows\\System32\\wlbs\.exe|\\Windows\\System32\\wsreset\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/wevtapi.html
whhelper.dll,Microsoft,\\Windows\\System32|\\Windows\\SysWOW64,\\Windows\\System32\\netsh\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/whhelper.html
wimgapi.dll,Microsoft,\\Windows\\System32|\\Windows\\SysWOW64|\\Program Files( \(x86\))?\\Windows Kits\\10\\Assessment and Deployment Kit\\Deployment Tools\\arm64\\DISM,\\Windows\\System32\\recoverydrive\.exe|\\Windows\\System32\\resetengine\.exe|\\Windows\\System32\\systemreset\.exe|\\Windows\\System32\\dism\.exe,Sideloading|Phantom,,https://hijacklibs.net/entries/microsoft/built-in/wimgapi.html
winbio.dll,Microsoft,\\Windows\\System32|\\Windows\\SysWOW64,\\Windows\\System32\\securityhealthservice\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/winbio.html
winbrand.dll,Microsoft,\\Windows\\System32|\\Windows\\SysWOW64,\\Windows\\System32\\bdehdcfg\.exe|\\Windows\\System32\\licensediag\.exe|\\Windows\\System32\\slui\.exe|\\Windows\\System32\\systempropertiesadvanced\.exe|\\Windows\\System32\\systemsettingsadminflows\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/winbrand.html
windows.ui.immersive.dll,Microsoft,\\Windows\\System32|\\Windows\\SysWOW64,\\Windows\\System32\\dmnotificationbroker\.exe|\\Windows\\System32\\phoneactivate\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/windows.ui.immersive.html
windowscodecs.dll,Microsoft,\\Windows\\System32|\\Windows\\SysWOW64,\\Windows\\System32\\certreq\.exe|\\Windows\\System32\\osk\.exe|\\Windows\\System32\\quickassist\.exe|\\Windows\\System32\\wmpdmc\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/windowscodecs.html
windowsperformancerecordercontrol.dll,Microsoft,\\Program Files( \(x86\))?\\windows kits\\10\\windows performance toolkit|\\Windows\\System32|\\Windows\\SysWOW64,\\Windows\\System32\\wpr\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/windowsperformancerecordercontrol.html
windowsperformancerecorderui.dll,Microsoft,\\Program Files( \(x86\))?\\Windows Kits\\10\\Windows Performance Toolkit,\\Program Files( \(x86\))?\\Windows Kits\\10\\Windows Performance Toolkit\\WPRUI\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/external/windowsperformancerecorderui.html
winhttp.dll,Microsoft,\\Windows\\System32|\\Windows\\SysWOW64,\\Windows\\System32\\cmdl32\.exe|\\Windows\\System32\\devicecensus\.exe|\\Windows\\System32\\dmclient\.exe|\\Windows\\System32\\dsregcmd\.exe|\\Windows\\System32\\mdmdiagnosticstool\.exe|\\Windows\\System32\\msdt\.exe|\\Windows\\System32\\mshta\.exe|\\Windows\\System32\\mstsc\.exe|\\Windows\\System32\\musnotification\.exe|\\Windows\\System32\\musnotificationux\.exe|\\Windows\\System32\\musnotifyicon\.exe|\\Windows\\System32\\netsh\.exe|\\Windows\\System32\\pacjsworker\.exe|\\Windows\\System32\\recoverydrive\.exe|\\Windows\\System32\\resetengine\.exe|\\Windows\\System32\\rpcping\.exe|\\Windows\\System32\\sgrmlpac\.exe|\\Windows\\System32\\sihclient\.exe|\\Windows\\System32\\systemreset\.exe|\\Windows\\System32\\wkspbroker\.exe|\\Program Files( \(x86\))?\\Minecraft Launcher\\MinecraftLauncher\.exe,Sideloading,|6511ef24c41cf20f707119dd40971420f1cd6f97f0e888b7d24b5e0dec9d5495,https://hijacklibs.net/entries/microsoft/built-in/winhttp.html
wininet.dll,Microsoft,\\Windows\\System32|\\Windows\\SysWOW64,\\Windows\\System32\\appvclient\.exe|\\Windows\\System32\\browserexport\.exe|\\Windows\\System32\\calc\.exe|\\Windows\\System32\\certreq\.exe|\\Windows\\System32\\computerdefaults\.exe|\\Windows\\System32\\dsregcmd\.exe|\\Windows\\System32\\fodhelper\.exe|\\Windows\\System32\\ie4uinit\.exe|\\Windows\\System32\\logagent\.exe|\\Windows\\System32\\mdmdiagnosticstool\.exe|\\Windows\\System32\\mstsc\.exe|\\Windows\\System32\\presentationhost\.exe|\\Windows\\System32\\quickassist\.exe|\\Windows\\System32\\tokenbrokercookies\.exe|\\Windows\\System32\\wkspbroker\.exe|\\Windows\\System32\\wksprt\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/wininet.html
winipsec.dll,Microsoft,\\Windows\\System32|\\Windows\\SysWOW64,\\Windows\\System32\\netsh\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/winipsec.html
winmde.dll,Microsoft,\\Windows\\System32,\\Windows\\System32\\mdeserver\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/winmde.html
winmm.dll,Microsoft,\\Windows\\System32|\\Windows\\SysWOW64,\\Windows\\System32\\mblctr\.exe|\\Windows\\System32\\mspaint\.exe|\\Windows\\System32\\mstsc\.exe|\\Windows\\System32\\osk\.exe|\\Windows\\System32\\presentationsettings\.exe|\\Windows\\System32\\proximityuxhost\.exe|\\Windows\\System32\\wfs\.exe|\\Windows\\System32\\winsat\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/winmm.html
winnsi.dll,Microsoft,\\Windows\\System32|\\Windows\\SysWOW64,\\Windows\\System32\\netsh\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/winnsi.html
winscard.dll,Microsoft,\\Windows\\System32|\\Windows\\SysWOW64,\\Windows\\System32\\immersivetpmvscmgrsvr\.exe|\\Windows\\System32\\rmttpmvscmgrsvr\.exe|\\Windows\\System32\\tpmvscmgrsvr\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/winscard.html
winsqlite3.dll,Microsoft,\\Windows\\System32|\\Windows\\SysWOW64,\\Windows\\System32\\browserexport\.exe|\\Windows\\System32\\mousocoreworker\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/winsqlite3.html
