DllName,Vendor,ExpectedLocation,ExecutablePath,Type,ExecutableSHA256,Url
mscms.dll,Microsoft,\\Windows\\System32|\\Windows\\SysWOW64,\\Windows\\System32\\colorcpl\.exe|\\Windows\\System32\\dccw\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/mscms.html
mscoree.dll,Microsoft,\\Windows\\System32|\\Windows\\SysWOW64,\\Windows\\System32\\aitstatic\.exe|\\Windows\\System32\\presentationhost\.exe|\\Windows\\Microsoft\.NET\\Framework\\v[^\\]+\\applaunch\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/mscoree.html
mscorsvc.dll,Microsoft,\\Windows\\Microsoft\.NET\\Framework\\v[^\\]+|\\Windows\\Microsoft\.NET\\Framework64\\v[^\\]+,\\Windows\\Microsoft\.NET\\Framework\\v[^\\]+\\mscorsvw\.exe|\\Windows\\WinSxS\\amd64_netfx4-ngentask_exe_[^\\]+\\ngentask\.exe,Sideloading|Phantom,,https://hijacklibs.net/entries/microsoft/built-in/mscorsvc.html
msctfmonitor.dll,Microsoft,\\Windows\\System32|\\Windows\\SysWOW64,\\Windows\\System32\\credwiz\.exe|\\Windows\\System32\\ctfmon\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/msctfmonitor.html
msdrm.dll,Microsoft,\\Windows\\System32|\\Windows\\SysWOW64,\\Windows\\System32\\gamepanel\.exe|\\Windows\\System32\\psr\.exe|\\Windows\\System32\\rmactivate\.exe|\\Windows\\System32\\rmactivate_isv\.exe|\\Windows\\System32\\snippingtool\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/msdrm.html
msdtctm.dll,Microsoft,\\Windows\\System32,\\Windows\\System32\\msdtc\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/msdtctm.html
msedge.dll,Microsoft,\\Program Files( \(x86\))?\\Microsoft\\Edge\\Application\\[^\\]+|\\Program Files( \(x86\))?\\Microsoft\\Edgewebview\\Application\\[^\\]+|\\Program Files( \(x86\))?\\Microsoft\\EdgeCore\\[^\\]+,\\Program Files( \(x86\))?\\Microsoft\\Edge\\Application\\[^\\]+\\cookie_exporter\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/msedge.html
msedge_elf.dll,Microsoft,\\Program Files( \(x86\))?\\Microsoft\\Edge\\Application\\[^\\]+|\\Program Files( \(x86\))?\\Microsoft\\EdgeCore\\[^\\]+|\\Program Files( \(x86\))?\\Microsoft\\EdgeWebView\\[^\\]+,\\Program Files( \(x86\))?\\Microsoft\\Edge\\Application\\[^\\]+,Sideloading,7914d38736f3ce4f89432e15816711fffdfd9002fa50ce7205c1176af9142ab4,https://hijacklibs.net/entries/microsoft/built-in/msedge_elf.html
msedgeupdate.dll,Microsoft,\\Program Files( \(x86\))?\\Microsoft\\EdgeUpdate\\[^\\]+|\\Program Files( \(x86\))?\\Microsoft\\Temp\\[^\\]+|\\(Users\\[^\\]+|windows\\(System32|SysWOW64)\\config\\systemprofile)\\AppData\\[^\\]+\\Microsoft\\EdgeUpdate\\[^\\]+,\\Program Files( \(x86\))?\\Microsoft\\EdgeUpdate\\MicrosoftEdgeUpdate\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/msedgeupdate.html
msftedit.dll,Microsoft,\\Windows\\System32|\\Windows\\SysWOW64,\\Windows\\System32\\charmap\.exe|\\Windows\\System32\\mspaint\.exe|\\Windows\\System32\\searchindexer\.exe|\\Windows\\System32\\searchprotocolhost\.exe,Sideloading|Phantom,,https://hijacklibs.net/entries/microsoft/built-in/msftedit.html
msi.dll,Microsoft,\\Windows\\System32|\\Windows\\SysWOW64,\\Windows\\System32\\dxpserver\.exe|\\Windows\\System32\\fondue\.exe|\\Windows\\System32\\mdmappinstaller\.exe|\\Windows\\System32\\msiexec\.exe|\\Windows\\System32\\optionalfeatures\.exe|\\Windows\\System32\\packageinspector\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/msi.html
msidcrl40.dll,Microsoft,\\Program Files( \(x86\))?\\msn messenger,\\Program Files( \(x86\))?\\msn messenger\\livecall\.exe,Sideloading,63ec17feda1f0ea80e0dd7b7938fbf7354aedf8d9f4041543afca9a35337f7bf,https://hijacklibs.net/entries/microsoft/external/msidcrl40.html
msimg32.dll,Microsoft,\\Program Files( \(x86\))?\\Haihaisoft PDF Reader|\\Windows\\System32|\\Windows\\SysWOW64,\\Program Files( \(x86\))?\\Haihaisoft PDF Reader\\hpreader\.exe,Sideloading,"2f9be76319a2441d14e7e10239373f053f05f3c1ca2056babb58db50ebe8c5c7, 08c7fb6067acc8ac207d28ab616c9ea5bc0d394956455d6a3eecb73f8010f7a2",https://hijacklibs.net/entries/microsoft/external/msimg32.html
msiso.dll,Microsoft,\\Windows\\System32|\\Windows\\SysWOW64,\\Windows\\System32\\browserexport\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/msiso.html
mspgimme.dll,Microsoft,\\Program Files( \(x86\))?\\Common Files\\Microsoft Shared\\MODI\\11\.0,\\Program Files( \(x86\))?\\Common Files\\Microsoft Shared\\MODI\\11\.0\\MSPSCAN\.EXE,Sideloading,99f193b6479bfa3e127c9c7209716ae0adbf0d782d51fb0faff016544dd70819,https://hijacklibs.net/entries/microsoft/external/mspgimme.html
mstracer.dll,Microsoft,,\\Windows\\System32\\searchindexer\.exe|\\Windows\\System32\\searchprotocolhost\.exe,Phantom,,https://hijacklibs.net/entries/microsoft/built-in/mstracer.html
msutb.dll,Microsoft,\\Windows\\System32|\\Windows\\SysWOW64,\\Windows\\System32\\ctfmon\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/msutb.html
msvcp110_win.dll,Microsoft,\\Windows\\System32|\\Windows\\SysWOW64,\\Windows\\System32\\agentactivationruntimestarter\.exe|\\Windows\\System32\\appidpolicyconverter\.exe|\\Windows\\System32\\dmcertinst\.exe|\\Windows\\System32\\dmomacpmo\.exe|\\Windows\\System32\\locationnotificationwindows\.exe|\\Windows\\System32\\mdmagent\.exe|\\Windows\\System32\\mdmappinstaller\.exe|\\Windows\\System32\\omadmclient\.exe|\\Windows\\System32\\provlaunch\.exe|\\Windows\\System32\\provtool\.exe|\\Windows\\System32\\windowsactiondialog\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/msvcp110_win.html
msvcp140.dll,Microsoft,\\Windows\\System32|\\Windows\\SysWOW64|\\Program Files( \(x86\))?,\\Program Files( \(x86\))?\\Java\\[^\\]+\\bin\\jp2launcher\.exe,Sideloading,1fc684c5adf02b5a96cc407932429f1c2d3d2e78e3104cfbcf535a9de1ee4921,https://hijacklibs.net/entries/microsoft/built-in/msvcp140.html
msvcr100.dll,Microsoft,\\Windows\\System32|\\Windows\\SysWOW64,\\Program Files( \(x86\))?\\Java\\jre[^\\]+\\bin\\javacpl\.exe|\\Program Files( \(x86\))?\\Microsoft Office\\root\\Office[^\\]+\\winword\.exe|cleanospp_64\.exe,Sideloading|Search Order,|16f099aaff99f981741e299be6aff43f2e53b189481a08582e3b2a04e934aa0a|edf85f4e2ef1a427b34265a22f261d664ec78de90c3b5da4174ef28558c8522a,https://hijacklibs.net/entries/microsoft/built-in/msvcr100.html
mswsock.dll,Microsoft,\\Windows\\System32|\\Windows\\SysWOW64,\\Windows\\System32\\alg\.exe|\\Windows\\System32\\finger\.exe|\\Windows\\System32\\fsquirt\.exe|\\Windows\\System32\\nbtstat\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/mswsock.html
mtxclu.dll,Microsoft,\\Windows\\System32|\\Windows\\SysWOW64,\\Windows\\System32\\msdtc\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/mtxclu.html
ncrypt.dll,Microsoft,\\Windows\\System32|\\Windows\\SysWOW64,\\Windows\\System32\\certreq\.exe|\\Windows\\System32\\certutil\.exe|\\Windows\\System32\\clipup\.exe|\\Windows\\System32\\dmcertinst\.exe|\\Windows\\System32\\dnscmd\.exe|\\Windows\\System32\\dsregcmd\.exe|\\Windows\\System32\\sgrmbroker\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/ncrypt.html
ndfapi.dll,Microsoft,\\Windows\\System32|\\Windows\\SysWOW64,\\Windows\\System32\\msra\.exe|\\Windows\\System32\\netsh\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/ndfapi.html
netapi32.dll,Microsoft,\\Windows\\System32|\\Windows\\SysWOW64,\\Windows\\System32\\appvclient\.exe|\\Windows\\System32\\bootcfg\.exe|\\Windows\\System32\\certutil\.exe|\\Windows\\System32\\dcdiag\.exe|\\Windows\\System32\\dfscmd\.exe|\\Windows\\System32\\dfsdiag\.exe|\\Windows\\System32\\dfsrdiag\.exe|\\Windows\\System32\\dfsutil\.exe|\\Windows\\System32\\dnscmd\.exe|\\Windows\\System32\\dsadd\.exe|\\Windows\\System32\\dsget\.exe|\\Windows\\System32\\dsquery\.exe|\\Windows\\System32\\ie4uinit\.exe|\\Windows\\System32\\mstsc\.exe|\\Windows\\System32\\qappsrv\.exe|\\Windows\\System32\\spaceagent\.exe|\\Windows\\System32\\wbengine\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/netapi32.html
netid.dll,Microsoft,\\Windows\\System32|\\Windows\\SysWOW64,\\Windows\\System32\\systempropertiesadvanced\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/netid.html
netiohlp.dll,Microsoft,\\Windows\\System32|\\Windows\\SysWOW64,\\Windows\\System32\\netsh\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/netiohlp.html
netjoin.dll,Microsoft,\\Windows\\System32|\\Windows\\SysWOW64,\\Windows\\System32\\netdom\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/netjoin.html
netplwiz.dll,Microsoft,\\Windows\\System32|\\Windows\\SysWOW64,\\Windows\\System32\\netplwiz\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/netplwiz.html
netprovfw.dll,Microsoft,\\Windows\\System32|\\Windows\\SysWOW64,\\Windows\\System32\\djoin\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/netprovfw.html
netshell.dll,Microsoft,\\Windows\\System32|\\Windows\\SysWOW64,\\Windows\\System32\\netsh\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/netshell.html
nettrace.dll,Microsoft,\\Windows\\System32|\\Windows\\SysWOW64,\\Windows\\System32\\netsh\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/nettrace.html
netutils.dll,Microsoft,\\Windows\\System32|\\Windows\\SysWOW64,\\Windows\\System32\\at\.exe|\\Windows\\System32\\certutil\.exe|\\Windows\\System32\\change\.exe|\\Windows\\System32\\chglogon\.exe|\\Windows\\System32\\chgport\.exe|\\Windows\\System32\\credwiz\.exe|\\Windows\\System32\\csvde\.exe|\\Windows\\System32\\dcdiag\.exe|\\Windows\\System32\\devicecensus\.exe|\\Windows\\System32\\deviceenroller\.exe|\\Windows\\System32\\djoin\.exe|\\Windows\\System32\\dpapimig\.exe|\\Windows\\System32\\driverquery\.exe|\\Windows\\System32\\dsacls\.exe|\\Windows\\System32\\dsdbutil\.exe|\\Windows\\System32\\dsmgmt\.exe|\\Windows\\System32\\dsregcmd\.exe|\\Windows\\System32\\easinvoker\.exe|\\Windows\\System32\\edpcleanup\.exe|\\Windows\\System32\\efsui\.exe|\\Windows\\System32\\eventcreate\.exe|\\Windows\\System32\\getmac\.exe|\\Windows\\System32\\gpfixup\.exe|\\Windows\\System32\\gpresult\.exe|\\Windows\\System32\\ie4uinit\.exe|\\Windows\\System32\\klist\.exe|\\Windows\\System32\\ksetup\.exe|\\Windows\\System32\\ldifde\.exe|\\Windows\\System32\\mshta\.exe|\\Windows\\System32\\mstsc\.exe|\\Windows\\System32\\net\.exe|\\Windows\\System32\\net1\.exe|\\Windows\\System32\\netdom\.exe|\\Windows\\System32\\netplwiz\.exe|\\Windows\\System32\\nltest\.exe|\\Windows\\System32\\ntdsutil\.exe|\\Windows\\System32\\openfiles\.exe|\\Windows\\System32\\query\.exe|\\Windows\\System32\\quser\.exe|\\Windows\\System32\\qwinsta\.exe|\\Windows\\System32\\raserver\.exe|\\Windows\\System32\\redircmp\.exe|\\Windows\\System32\\redirusr\.exe|\\Windows\\System32\\rekeywiz\.exe|\\Windows\\System32\\rendom\.exe|\\Windows\\System32\\repadmin\.exe|\\Windows\\System32\\reset\.exe|\\Windows\\System32\\runas\.exe|\\Windows\\System32\\rwinsta\.exe|\\Windows\\System32\\setspn\.exe|\\Windows\\System32\\shrpubw\.exe|\\Windows\\System32\\spaceagent\.exe|\\Windows\\System32\\systempropertiesadvanced\.exe|\\Windows\\System32\\systemsettingsadminflows\.exe|\\Windows\\System32\\taskkill\.exe|\\Windows\\System32\\tasklist\.exe|\\Windows\\System32\\tscon\.exe|\\Windows\\System32\\tskill\.exe|\\Windows\\System32\\w32tm\.exe|\\Windows\\System32\\waitfor\.exe|\\Windows\\System32\\wbengine\.exe|\\Windows\\System32\\whoami\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/netutils.html
newdev.dll,Microsoft,\\Windows\\System32|\\Windows\\SysWOW64,\\Windows\\System32\\infdefaultinstall\.exe|\\Windows\\System32\\pnpunattend\.exe|\\Windows\\System32\\systemsettingsadminflows\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/newdev.html
ninput.dll,Microsoft,\\Windows\\System32|\\Windows\\SysWOW64,\\Windows\\System32\\multidigimon\.exe|\\Windows\\System32\\tabcal\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/ninput.html
nlaapi.dll,Microsoft,\\Windows\\System32|\\Windows\\SysWOW64,\\Windows\\System32\\netsh\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/nlaapi.html
nshhttp.dll,Microsoft,\\Windows\\System32|\\Windows\\SysWOW64,\\Windows\\System32\\netsh\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/nshhttp.html
nshipsec.dll,Microsoft,\\Windows\\System32|\\Windows\\SysWOW64,\\Windows\\System32\\netsh\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/nshipsec.html
nshwfp.dll,Microsoft,\\Windows\\System32|\\Windows\\SysWOW64,\\Windows\\System32\\netsh\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/nshwfp.html
ntdsapi.dll,Microsoft,\\Windows\\System32|\\Windows\\SysWOW64,\\Windows\\System32\\certutil\.exe|\\Windows\\System32\\cipher\.exe|\\Windows\\System32\\dcdiag\.exe|\\Windows\\System32\\dfsrdiag\.exe|\\Windows\\System32\\dnscmd\.exe|\\Windows\\System32\\dsacls\.exe|\\Windows\\System32\\dsadd\.exe|\\Windows\\System32\\dsdbutil\.exe|\\Windows\\System32\\dsget\.exe|\\Windows\\System32\\dsmgmt\.exe|\\Windows\\System32\\dsquery\.exe|\\Windows\\System32\\gpresult\.exe|\\Windows\\System32\\licmgr\.exe|\\Windows\\System32\\netdom\.exe|\\Windows\\System32\\nltest\.exe|\\Windows\\System32\\ntdsutil\.exe|\\Windows\\System32\\rendom\.exe|\\Windows\\System32\\repadmin\.exe|\\Windows\\System32\\setspn\.exe|\\Windows\\System32\\w32tm\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/ntdsapi.html
ntlmshared.dll,Microsoft,\\Windows\\System32|\\Windows\\SysWOW64,\\Windows\\System32\\at\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/ntlmshared.html
ntmarta.dll,Microsoft,\\Windows\\System32|\\Windows\\SysWOW64,\\Windows\\System32\\cacls\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/ntmarta.html
nvsmartmax.dll,Nvidia,\\Program Files( \(x86\))?\\NVIDIA Corporation\\Display,\\Program Files( \(x86\))?\\NVIDIA Corporation\\Display\\nvSmartEx\.exe,Sideloading,523d28df917f9d265cd2c0d38df26277bc56a535145100ed82e6f5fdeaae7256,https://hijacklibs.net/entries/3rd_party/nvidia/nvsmartmax.html
oci.dll,Microsoft,,\\Windows\\System32\\msdtc\.exe,Phantom,,https://hijacklibs.net/entries/microsoft/built-in/oci.html
offdmpsvc.dll,Microsoft,,\\Windows\\System32\\wermgr\.exe,Phantom,,https://hijacklibs.net/entries/microsoft/built-in/offdmpsvc.html
oleacc.dll,Microsoft,\\Windows\\System32|\\Windows\\SysWOW64,\\Windows\\System32\\bootim\.exe|\\Windows\\System32\\cttune\.exe|\\Windows\\System32\\devicepairingwizard\.exe|\\Windows\\System32\\easeofaccessdialog\.exe|\\Windows\\System32\\fsquirt\.exe|\\Windows\\System32\\magnify\.exe|\\Windows\\System32\\optionalfeatures\.exe|\\Windows\\System32\\osk\.exe|\\Windows\\System32\\psr\.exe|\\Windows\\System32\\sethc\.exe|\\Windows\\System32\\snippingtool\.exe|\\Windows\\System32\\utilman\.exe|\\Windows\\System32\\wmpdmc\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/oleacc.html
omadmapi.dll,Microsoft,\\Windows\\System32|\\Windows\\SysWOW64,\\Windows\\System32\\deviceenroller\.exe|\\Windows\\System32\\dmcertinst\.exe|\\Windows\\System32\\dmcfghost\.exe|\\Windows\\System32\\dmomacpmo\.exe|\\Windows\\System32\\hvsievaluator\.exe|\\Windows\\System32\\mdmagent\.exe|\\Windows\\System32\\mdmappinstaller\.exe|\\Windows\\System32\\mdmdiagnosticstool\.exe|\\Windows\\System32\\omadmclient\.exe|\\Windows\\System32\\omadmrpc\.exe|\\Windows\\System32\\usocoreworker\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/omadmapi.html
onex.dll,Microsoft,\\Windows\\System32|\\Windows\\SysWOW64,\\Windows\\System32\\netsh\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/onex.html
opcservices.dll,Microsoft,\\Windows\\System32|\\Windows\\SysWOW64,\\Windows\\System32\\proximityuxhost\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/opcservices.html
opera_elf.dll,Opera,\\(Users\\[^\\]+|windows\\(System32|SysWOW64)\\config\\systemprofile)\\AppData\\[^\\]+\\Programs\\Opera\\[^\\]+|\\(Users\\[^\\]+|windows\\(System32|SysWOW64)\\config\\systemprofile)\\AppData\\[^\\]+\\Programs\\Opera GX\\[^\\]+|\\Program Files( \(x86\))?\\Opera\\[^\\]+,\\(Users\\[^\\]+|windows\\(System32|SysWOW64)\\config\\systemprofile)\\AppData\\[^\\]+\\programs\\opera\\[^\\]+\\opera\.exe,Sideloading,97b2a5f2a7e7b8048162ef93c932e0ffafdd875d54c026524fc3e340d70e4991,https://hijacklibs.net/entries/3rd_party/opera/opera_elf.html
osbaseln.dll,Microsoft,\\Windows\\System32|\\Windows\\SysWOW64,\\Windows\\System32\\fondue\.exe|\\Windows\\System32\\optionalfeatures\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/osbaseln.html
osksupport.dll,Microsoft,\\Windows\\System32,\\Windows\\System32\\osk\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/osksupport.html
osuninst.dll,Microsoft,\\Windows\\System32|\\Windows\\SysWOW64,\\Windows\\System32\\convert\.exe|\\Windows\\System32\\vds\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/osuninst.html
outllib.dll,Microsoft,\\Program Files( \(x86\))?\\Microsoft Office\\OFFICE[^\\]+|\\Program Files( \(x86\))?\\Microsoft Office\\Root\\OFFICE[^\\]+|\\Program Files( \(x86\))?\\Microsoft Office [^\\]+\\ClientX86\\Root\\Office[^\\]+|\\Program Files( \(x86\))?\\Microsoft Office [^\\]+\\ClientX64\\Root\\Office[^\\]+,\\Program Files( \(x86\))?\\Microsoft Office\\OFFICE[^\\]+\\outlook\.exe|\\Program Files( \(x86\))?\\Microsoft Office\\Root\\OFFICE[^\\]+\\outlook\.exe|\\Program Files( \(x86\))?\\Microsoft Office [^\\]+\\ClientX86\\Root\\Office[^\\]+\\outlook\.exe|\\Program Files( \(x86\))?\\Microsoft Office [^\\]+\\ClientX64\\Root\\Office[^\\]+\\outlook\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/external/outllib.html
p2p.dll,Microsoft,\\Windows\\System32|\\Windows\\SysWOW64,\\Windows\\System32\\netsh\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/p2p.html
p2pnetsh.dll,Microsoft,\\Windows\\System32|\\Windows\\SysWOW64,\\Windows\\System32\\netsh\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/p2pnetsh.html
pcaui.dll,Microsoft,\\Windows\\System32|\\Windows\\SysWOW64,\\Windows\\System32\\pcaui\.exe|\\Windows\\System32\\pcalua\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/pcaui.html
pdh.dll,Microsoft,\\Windows\\System32|\\Windows\\SysWOW64,\\Windows\\System32\\plasrv\.exe|\\Windows\\System32\\relog\.exe|\\Windows\\System32\\taskmgr\.exe|\\Windows\\System32\\tracerpt\.exe|\\Windows\\System32\\typeperf\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/pdh.html
peerdistsh.dll,Microsoft,\\Windows\\System32|\\Windows\\SysWOW64,\\Windows\\System32\\netsh\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/peerdistsh.html
pkeyhelper.dll,Microsoft,\\Windows\\System32,\\Windows\\System32\\sppsvc\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/pkeyhelper.html
playsndsrv.dll,Microsoft,\\Windows\\System32|\\Windows\\SysWOW64,\\Windows\\System32\\sethc\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/playsndsrv.html
policymanager.dll,Microsoft,\\Windows\\System32|\\Windows\\SysWOW64,\\Windows\\System32\\displayswitch\.exe|\\Windows\\System32\\easpolicymanagerbrokerhost\.exe|\\Windows\\System32\\edpcleanup\.exe|\\Windows\\System32\\eduprintprov\.exe|\\Windows\\System32\\hvsievaluator\.exe|\\Windows\\System32\\mdmdiagnosticstool\.exe|\\Windows\\System32\\omadmclient\.exe|\\Windows\\System32\\settingsynchost\.exe|\\Windows\\System32\\workfolders\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/policymanager.html
polstore.dll,Microsoft,\\Windows\\System32|\\Windows\\SysWOW64,\\Windows\\System32\\netsh\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/polstore.html
powrprof.dll,Microsoft,\\Windows\\System32|\\Windows\\SysWOW64,\\Windows\\System32\\fsquirt\.exe|\\Windows\\System32\\msinfo32\.exe|\\Windows\\System32\\printfilterpipelinesvc\.exe|\\Windows\\System32\\sfc\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/powrprof.html
ppcore.dll,Microsoft,\\Program Files( \(x86\))?\\Microsoft Office\\OFFICE[^\\]+|\\Program Files( \(x86\))?\\Microsoft Office\\Root\\OFFICE[^\\]+|\\Program Files( \(x86\))?\\Microsoft Office [^\\]+\\ClientX86\\Root\\Office[^\\]+|\\Program Files( \(x86\))?\\Microsoft Office [^\\]+\\ClientX64\\Root\\Office[^\\]+,\\Program Files( \(x86\))?\\Microsoft Office\\OFFICE[^\\]+\\Powerpnt\.exe|\\Program Files( \(x86\))?\\Microsoft Office\\Root\\OFFICE[^\\]+\\Powerpnt\.exe|\\Program Files( \(x86\))?\\Microsoft Office [^\\]+\\ClientX86\\Root\\Office[^\\]+\\Powerpnt\.exe|\\Program Files( \(x86\))?\\Microsoft Office [^\\]+\\ClientX64\\Root\\Office[^\\]+\\Powerpnt\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/external/ppcore.html
printui.dll,Microsoft,\\Windows\\System32|\\Windows\\SysWOW64,\\Windows\\System32\\printui\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/printui.html
prntvpt.dll,Microsoft,\\Windows\\System32|\\Windows\\SysWOW64,\\Windows\\System32\\printfilterpipelinesvc\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/prntvpt.html
profapi.dll,Microsoft,\\Windows\\System32|\\Windows\\SysWOW64,\\Windows\\System32\\certreq\.exe|\\Windows\\System32\\edpcleanup\.exe|\\Windows\\System32\\immersivetpmvscmgrsvr\.exe|\\Windows\\System32\\manage-bde\.exe|\\Windows\\System32\\mousocoreworker\.exe|\\Windows\\System32\\omadmclient\.exe|\\Windows\\System32\\provtool\.exe|\\Windows\\System32\\rmttpmvscmgrsvr\.exe|\\Windows\\System32\\tpmvscmgrsvr\.exe|\\Windows\\System32\\usocoreworker\.exe|\\Windows\\System32\\wwahost\.exe|\\Windows\\System32\\write\.exe|\\Program Files( \(x86\))?\\Microsoft Deployment Toolkit\\Bin\\Microsoft\.BDD\.Catalog35\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/profapi.html
propsys.dll,Microsoft,\\Windows\\System32|\\Windows\\SysWOW64,\\Windows\\System32\\bootim\.exe|\\Windows\\System32\\calc\.exe|\\Windows\\System32\\colorcpl\.exe|\\Windows\\System32\\compmgmtlauncher\.exe|\\Windows\\System32\\computerdefaults\.exe|\\Windows\\System32\\customshellhost\.exe|\\Windows\\System32\\dpiscaling\.exe|\\Windows\\System32\\dsregcmd\.exe|\\Windows\\System32\\dxpserver\.exe|\\Windows\\System32\\fodhelper\.exe|\\Windows\\System32\\fondue\.exe|\\Windows\\System32\\fxssvc\.exe|\\Windows\\System32\\fxsunatd\.exe|\\Windows\\System32\\mobsync\.exe|\\Windows\\System32\\mspaint\.exe|\\Windows\\System32\\netplwiz\.exe|\\Windows\\System32\\optionalfeatures\.exe|\\Windows\\System32\\pinenrollmentbroker\.exe|\\Windows\\System32\\printbrmui\.exe|\\Windows\\System32\\printui\.exe|\\Windows\\System32\\proximityuxhost\.exe|\\Windows\\System32\\quickassist\.exe|\\Windows\\System32\\rdpclip\.exe|\\Windows\\System32\\resmon\.exe|\\Windows\\System32\\sdclt\.exe|\\Windows\\System32\\settingsynchost\.exe|\\Windows\\System32\\slui\.exe|\\Windows\\System32\\synchost\.exe|\\Windows\\System32\\systemsettingsadminflows\.exe|\\Windows\\System32\\wfs\.exe|\\Windows\\System32\\wkspbroker\.exe|\\Windows\\System32\\workfolders\.exe|\\Windows\\System32\\wpnpinst\.exe|\\Windows\\System32\\write\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/propsys.html
providers.dll,npm,,\\Program Files( \(x86\))?\\nodejs\\node\.exe,Phantom,,https://hijacklibs.net/entries/3rd_party/npm/providers.html
proximitycommon.dll,Microsoft,\\Windows\\System32|\\Windows\\SysWOW64,\\Windows\\System32\\proximityuxhost\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/proximitycommon.html
proximityservicepal.dll,Microsoft,\\Windows\\System32,\\Windows\\System32\\proximityuxhost\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/proximityservicepal.html
prvdmofcomp.dll,Microsoft,\\Windows\\System32|\\Windows\\SysWOW64,\\Windows\\System32\\register-cimprovider\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/prvdmofcomp.html
puiapi.dll,Microsoft,\\Windows\\System32|\\Windows\\SysWOW64,\\Windows\\System32\\printui\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/puiapi.html
